6	1	1
31.2	1	1
67.2	1	1
261.6	1	1
318	1	1
327.6	1	1
334.8	1	1
364.8	1	1
384	1	1
424.8	1	1
51.6	1	1
90	1	1
136.8	1	1
163.2	1	1
184.8	1	1
247.2	1	1
253.2	1	1
344.4	1	1
392.4	1	1
408	1	1
22.8	1	1
45.6	1	1
112.8	1	1
206.4	1	1
216	1	1
240	1	1
292.8	1	1
312	1	1
350.4	1	1
430.8	1	1
0	1	1
39.6	1	1
58.8	1	1
81.6	1	1
99.6	1	1
148.8	1	1
274.8	1	1
376.8	1	1
400.8	1	1
414	1	1
15.6	1	1
120	1	1
142.8	1	1
156	1	1
177.6	1	1
192	1	1
232.8	1	1
268.8	1	1
298.8	1	1
441.6	1	1
